revenue_per_user,orders_cnt_per_user,converted_from_main_screen_to_item_card_screen,group,period
999.936,12.927,0,B,in test
999.937,12.928,1,A,before test
999.938,12.929,0,B,before test
999.939,12.930,0,A,before test
999.940,12.931,0,A,before test
999.941,12.932,0,B,in test
999.942,12.933,0,A,in test
999.943,12.934,0,B,before test
999.944,12.935,0,A,before test
999.945,12.936,0,B,in test
999.946,12.937,0,B,before test
999.947,12.938,0,B,before test
999.948,12.939,0,A,in test
999.949,12.940,0,A,in test
999.950,12.941,0,A,before test
999.951,12.942,0,B,in test
999.952,12.943,1,A,before test
999.953,12.944,0,A,in test
999.954,12.945,0,B,in test
999.955,12.946,1,B,in test
999.956,12.947,0,B,in test
999.957,12.948,0,B,in test
999.958,12.949,0,B,in test
999.959,12.950,0,B,in test
999.960,12.951,0,A,in test
999.961,12.952,0,B,in test
999.962,12.953,0,A,before test
999.963,12.954,0,A,in test
999.964,12.955,0,B,before test
999.965,12.956,0,A,before test
999.966,12.957,0,A,before test
999.967,12.958,0,A,in test
999.968,12.959,1,B,in test
999.969,12.960,1,B,before test
999.970,12.961,0,A,before test
999.971,12.962,0,A,in test
999.972,12.963,0,A,before test
999.973,12.964,0,A,in test
999.974,12.965,1,B,in test
999.975,12.966,0,A,before test
999.976,12.967,0,A,in test
999.977,12.968,0,A,in test
999.978,12.969,0,A,before test
999.979,12.970,0,A,before test
999.980,12.971,1,A,before test
999.981,12.972,0,B,before test
999.982,12.973,0,A,in test
999.983,12.974,0,B,in test
999.984,12.975,0,B,before test
999.985,12.976,0,B,before test
999.986,12.977,0,B,before test
999.987,12.978,0,B,in test
999.988,12.979,1,A,before test
999.989,12.980,0,A,before test
999.990,12.981,0,A,in test
999.991,12.982,0,A,in test
999.992,12.983,0,A,before test
999.993,12.984,0,A,in test
999.994,12.985,0,A,in test
999.995,12.986,0,B,in test
999.996,12.987,0,B,before test
999.997,12.988,0,A,before test
999.998,12.989,0,B,in test
999.999,12.990,0,B,before test
999.1000,12.991,0,A,in test
999.1001,12.992,0,B,before test
999.1002,12.993,1,A,in test
999.1003,12.994,0,B,before test
999.1004,12.995,0,A,in test
999.1005,12.996,0,B,before test
999.1006,12.997,1,B,in test
999.1007,12.998,0,A,before test
999.1008,12.999,0,A,before test
999.1009,12.1000,0,B,before test
999.1010,12.1001,0,A,before test
999.1011,12.1002,0,B,in test
999.1012,12.1003,0,B,before test
999.1013,12.1004,0,B,before test
999.1014,12.1005,0,B,in test
999.1015,12.1006,1,A,in test
999.1016,12.1007,0,A,in test
999.1017,12.1008,0,B,in test
999.1018,12.1009,0,A,in test
999.1019,12.1010,0,A,in test
999.1020,12.1011,0,A,before test
999.1021,12.1012,0,B,in test
999.1022,12.1013,0,A,in test
999.1023,12.1014,1,A,before test
999.1024,12.1015,0,A,before test
999.1025,12.1016,0,A,in test
999.1026,12.1017,0,B,in test
999.1027,12.1018,0,A,before test
999.1028,12.1019,0,B,in test
999.1029,12.1020,0,A,before test
999.1030,12.1021,0,B,before test
999.1031,12.1022,0,B,in test
999.1032,12.1023,0,A,in test
999.1033,12.1024,0,B,before test
999.1034,12.1025,0,A,before test
999.1035,12.1026,0,B,before test
999.1036,12.1027,0,A,in test
999.1037,12.1028,0,A,in test
999.1038,12.1029,0,B,before test
999.1039,12.1030,0,A,in test
999.1040,12.1031,0,A,in test
999.1041,12.1032,0,B,before test
999.1042,12.1033,0,B,before test
999.1043,12.1034,1,B,in test
999.1044,12.1035,0,A,in test
999.1045,12.1036,0,B,before test
999.1046,12.1037,1,A,in test
999.1047,12.1038,0,B,in test
999.1048,12.1039,0,B,in test
999.1049,12.1040,1,B,before test
999.1050,12.1041,0,B,before test
999.1051,12.1042,0,B,before test
999.1052,12.1043,0,B,before test
999.1053,12.1044,0,B,in test
999.1054,12.1045,0,A,in test
999.1055,12.1046,0,B,before test
999.1056,12.1047,0,B,before test
999.1057,12.1048,0,B,before test
999.1058,12.1049,0,B,before test
999.1059,12.1050,0,B,before test
999.1060,12.1051,0,A,before test
999.1061,12.1052,0,B,before test
999.1062,12.1053,0,A,before test
999.1063,12.1054,0,B,in test
999.1064,12.1055,1,B,in test
999.1065,12.1056,0,A,before test
999.1066,12.1057,1,A,in test
999.1067,12.1058,0,B,in test
999.1068,12.1059,0,B,in test
999.1069,12.1060,1,A,in test
999.1070,12.1061,0,B,before test
999.1071,12.1062,0,A,in test
999.1072,12.1063,0,B,in test
999.1073,12.1064,0,B,in test
999.1074,12.1065,0,A,in test
999.1075,12.1066,0,B,in test
999.1076,12.1067,0,A,before test
999.1077,12.1068,0,B,in test
999.1078,12.1069,1,B,in test
999.1079,12.1070,0,A,in test
999.1080,12.1071,0,A,before test
999.1081,12.1072,0,B,in test
999.1082,12.1073,0,A,before test
999.1083,12.1074,0,B,in test
999.1084,12.1075,0,B,in test
999.1085,12.1076,0,B,in test
999.1086,12.1077,0,A,in test
999.1087,12.1078,0,A,before test
999.1088,12.1079,1,B,before test
999.1089,12.1080,1,B,before test
999.1090,12.1081,0,B,in test
999.1091,12.1082,0,B,in test
999.1092,12.1083,0,A,before test
999.1093,12.1084,0,A,before test
999.1094,12.1085,0,B,in test
999.1095,12.1086,0,B,in test
999.1096,12.1087,0,B,before test
999.1097,12.1088,0,A,in test
999.1098,12.1089,0,B,in test
999.1099,12.1090,0,A,before test
999.1100,12.1091,0,B,in test
999.1101,12.1092,0,A,before test
999.1102,12.1093,0,B,in test
999.1103,12.1094,0,B,in test
999.1104,12.1095,0,B,in test
999.1105,12.1096,0,B,in test
999.1106,12.1097,0,B,in test
999.1107,12.1098,0,B,before test
999.1108,12.1099,0,B,before test
999.1109,12.1100,0,B,in test
999.1110,12.1101,0,B,in test
999.1111,12.1102,0,A,before test
999.1112,12.1103,1,A,before test
999.1113,12.1104,0,B,before test
999.1114,12.1105,0,A,before test
999.1115,12.1106,0,A,before test
999.1116,12.1107,0,B,in test
999.1117,12.1108,0,A,before test
999.1118,12.1109,1,B,in test
999.1119,12.1110,0,B,in test
999.1120,12.1111,0,A,in test
999.1121,12.1112,1,B,before test
999.1122,12.1113,0,A,before test
999.1123,12.1114,0,B,before test
999.1124,12.1115,0,A,before test
999.1125,12.1116,0,A,in test
999.1126,12.1117,1,A,in test
999.1127,12.1118,0,A,in test
999.1128,12.1119,0,A,in test
999.1129,12.1120,0,B,before test
999.1130,12.1121,0,A,in test
999.1131,12.1122,0,B,in test
999.1132,12.1123,0,B,in test
999.1133,12.1124,0,A,before test
999.1134,12.1125,0,A,before test
999.1135,12.1126,1,B,in test
999.1136,12.1127,0,A,in test
999.1137,12.1128,0,A,in test
999.1138,12.1129,1,A,in test
999.1139,12.1130,0,A,in test
999.1140,12.1131,1,B,in test
999.1141,12.1132,0,B,in test
999.1142,12.1133,1,B,in test
999.1143,12.1134,0,A,in test
999.1144,12.1135,0,A,before test
999.1145,12.1136,0,B,before test
999.1146,12.1137,0,B,in test
999.1147,12.1138,0,A,before test
999.1148,12.1139,0,A,in test
999.1149,12.1140,0,B,in test
999.1150,12.1141,1,B,before test
999.1151,12.1142,1,B,in test
999.1152,12.1143,1,A,in test
999.1153,12.1144,0,B,before test
999.1154,12.1145,0,B,in test
999.1155,12.1146,0,B,in test
999.1156,12.1147,0,A,before test
999.1157,12.1148,0,A,before test
999.1158,12.1149,0,A,before test
999.1159,12.1150,1,B,in test
999.1160,12.1151,0,B,before test
999.1161,12.1152,0,B,in test
999.1162,12.1153,0,B,in test
999.1163,12.1154,0,A,in test
999.1164,12.1155,0,A,in test
999.1165,12.1156,1,A,in test
999.1166,12.1157,0,A,in test
999.1167,12.1158,0,B,in test
999.1168,12.1159,0,A,before test
999.1169,12.1160,0,A,before test
999.1170,12.1161,0,B,in test
999.1171,12.1162,0,A,in test
999.1172,12.1163,0,A,before test
999.1173,12.1164,0,B,before test
999.1174,12.1165,0,A,before test
999.1175,12.1166,0,A,before test
999.1176,12.1167,0,A,in test
999.1177,12.1168,0,A,in test
999.1178,12.1169,0,B,before test
999.1179,12.1170,0,A,in test
999.1180,12.1171,1,B,before test
999.1181,12.1172,0,B,before test
999.1182,12.1173,0,A,in test
999.1183,12.1174,0,A,in test
999.1184,12.1175,1,A,in test
999.1185,12.1176,0,B,in test
999.1186,12.1177,0,B,in test
999.1187,12.1178,0,A,before test
999.1188,12.1179,0,A,before test
999.1189,12.1180,0,A,in test
999.1190,12.1181,0,B,in test
999.1191,12.1182,0,A,in test
999.1192,12.1183,1,B,before test
999.1193,12.1184,0,B,in test
999.1194,12.1185,0,B,before test
999.1195,12.1186,0,A,before test
999.1196,12.1187,1,A,in test
999.1197,12.1188,0,A,before test
999.1198,12.1189,1,A,in test
999.1199,12.1190,0,A,in test
999.1200,12.1191,0,A,in test
999.1201,12.1192,0,A,in test
999.1202,12.1193,0,A,before test
999.1203,12.1194,1,A,in test
999.1204,12.1195,0,A,before test
999.1205,12.1196,0,B,in test
999.1206,12.1197,0,B,before test
999.1207,12.1198,0,A,in test
999.1208,12.1199,0,A,in test
999.1209,12.1200,0,B,before test
999.1210,12.1201,0,A,in test
999.1211,12.1202,0,B,in test
999.1212,12.1203,0,A,before test
999.1213,12.1204,0,B,in test
999.1214,12.1205,0,B,before test
999.1215,12.1206,0,B,in test
999.1216,12.1207,0,B,in test
999.1217,12.1208,0,B,before test
999.1218,12.1209,0,A,before test
999.1219,12.1210,0,A,in test
999.1220,12.1211,1,B,in test
999.1221,12.1212,0,A,in test
999.1222,12.1213,0,A,in test
999.1223,12.1214,0,A,before test
999.1224,12.1215,0,A,in test
999.1225,12.1216,0,B,in test
999.1226,12.1217,1,A,before test
999.1227,12.1218,0,A,in test
999.1228,12.1219,0,A,in test
999.1229,12.1220,1,B,in test
999.1230,12.1221,1,A,in test
999.1231,12.1222,0,A,before test
999.1232,12.1223,0,B,before test
999.1233,12.1224,0,B,before test
999.1234,12.1225,0,B,before test
999.1235,12.1226,0,B,in test
999.1236,12.1227,0,A,before test
999.1237,12.1228,0,A,before test
999.1238,12.1229,0,B,before test
999.1239,12.1230,0,B,before test
999.1240,12.1231,0,B,in test
999.1241,12.1232,0,B,before test
999.1242,12.1233,1,B,in test
999.1243,12.1234,0,B,in test
999.1244,12.1235,0,B,before test
999.1245,12.1236,1,B,in test
999.1246,12.1237,0,A,in test
999.1247,12.1238,0,B,before test
999.1248,12.1239,0,B,in test
999.1249,12.1240,0,A,in test
999.1250,12.1241,0,A,in test
999.1251,12.1242,0,A,before test
999.1252,12.1243,0,A,in test
999.1253,12.1244,1,A,before test
999.1254,12.1245,0,B,before test
999.1255,12.1246,0,A,in test
999.1256,12.1247,0,A,in test
999.1257,12.1248,0,B,before test
999.1258,12.1249,0,B,before test
999.1259,12.1250,0,B,before test
999.1260,12.1251,0,A,in test
999.1261,12.1252,0,A,before test
999.1262,12.1253,0,A,in test
999.1263,12.1254,0,A,before test
999.1264,12.1255,0,A,in test
999.1265,12.1256,0,B,in test
999.1266,12.1257,0,A,before test
999.1267,12.1258,1,A,in test
999.1268,12.1259,0,B,in test
999.1269,12.1260,0,A,before test
999.1270,12.1261,0,B,in test
999.1271,12.1262,0,A,before test
999.1272,12.1263,1,B,in test
999.1273,12.1264,0,B,in test
999.1274,12.1265,1,B,in test
999.1275,12.1266,0,A,in test
999.1276,12.1267,0,B,in test
999.1277,12.1268,0,B,before test
999.1278,12.1269,0,B,in test
999.1279,12.1270,0,A,in test
999.1280,12.1271,1,A,in test
999.1281,12.1272,0,B,before test
999.1282,12.1273,0,A,in test
999.1283,12.1274,0,A,before test
999.1284,12.1275,0,A,in test
999.1285,12.1276,0,A,in test
999.1286,12.1277,0,B,before test
999.1287,12.1278,0,B,before test
999.1288,12.1279,0,A,in test
999.1289,12.1280,0,A,in test
999.1290,12.1281,0,B,before test
999.1291,12.1282,0,A,before test
999.1292,12.1283,0,B,before test
999.1293,12.1284,0,A,before test
999.1294,12.1285,0,A,before test
999.1295,12.1286,0,B,in test
999.1296,12.1287,0,B,in test
999.1297,12.1288,0,B,in test
999.1298,12.1289,1,A,in test
999.1299,12.1290,0,B,before test
999.1300,12.1291,1,A,before test
999.1301,12.1292,0,B,in test
999.1302,12.1293,0,B,before test
999.1303,12.1294,0,B,before test
999.1304,12.1295,0,A,in test
999.1305,12.1296,0,A,in test
999.1306,12.1297,0,A,in test
999.1307,12.1298,0,A,before test
999.1308,12.1299,0,A,before test
999.1309,12.1300,0,A,before test
999.1310,12.1301,0,B,in test
999.1311,12.1302,0,A,before test
999.1312,12.1303,0,A,in test
999.1313,12.1304,0,B,in test
999.1314,12.1305,0,B,in test
999.1315,12.1306,0,B,before test
999.1316,12.1307,0,B,before test
999.1317,12.1308,0,A,before test
999.1318,12.1309,0,A,in test
999.1319,12.1310,0,A,in test
999.1320,12.1311,0,A,in test
999.1321,12.1312,1,B,before test
999.1322,12.1313,0,B,before test
999.1323,12.1314,0,A,before test
999.1324,12.1315,0,B,in test
999.1325,12.1316,0,A,in test
999.1326,12.1317,0,A,in test
999.1327,12.1318,0,A,in test
999.1328,12.1319,0,B,in test
999.1329,12.1320,0,B,in test
999.1330,12.1321,0,B,in test
999.1331,12.1322,0,B,in test
999.1332,12.1323,0,B,in test
999.1333,12.1324,0,A,in test
999.1334,12.1325,0,B,before test
999.1335,12.1326,0,B,before test
999.1336,12.1327,0,A,before test
999.1337,12.1328,0,A,in test
999.1338,12.1329,0,A,before test
999.1339,12.1330,0,A,before test
999.1340,12.1331,0,A,in test
999.1341,12.1332,0,B,in test
999.1342,12.1333,0,B,in test
999.1343,12.1334,0,B,before test
999.1344,12.1335,0,A,before test
999.1345,12.1336,0,A,in test
999.1346,12.1337,0,B,before test
999.1347,12.1338,0,B,before test
999.1348,12.1339,0,A,in test
999.1349,12.1340,1,A,in test
999.1350,12.1341,0,B,in test
999.1351,12.1342,1,A,before test
999.1352,12.1343,0,A,before test
999.1353,12.1344,1,A,in test
999.1354,12.1345,0,A,before test
999.1355,12.1346,0,B,in test
999.1356,12.1347,1,B,in test
999.1357,12.1348,1,A,before test
999.1358,12.1349,1,A,before test
999.1359,12.1350,0,B,before test
999.1360,12.1351,0,A,in test
999.1361,12.1352,0,B,in test
999.1362,12.1353,0,B,in test
999.1363,12.1354,1,B,before test
999.1364,12.1355,1,A,before test
999.1365,12.1356,0,B,in test
999.1366,12.1357,0,A,before test
999.1367,12.1358,0,A,in test
999.1368,12.1359,0,A,before test
999.1369,12.1360,0,B,before test
999.1370,12.1361,0,B,before test
999.1371,12.1362,0,A,before test
999.1372,12.1363,0,A,before test
999.1373,12.1364,0,A,before test
999.1374,12.1365,0,B,in test
999.1375,12.1366,0,A,before test
999.1376,12.1367,1,B,in test
999.1377,12.1368,0,A,in test
999.1378,12.1369,0,A,before test
999.1379,12.1370,0,A,in test
999.1380,12.1371,1,B,in test
999.1381,12.1372,0,B,before test
999.1382,12.1373,0,B,in test
999.1383,12.1374,0,A,before test
999.1384,12.1375,0,B,in test
999.1385,12.1376,0,A,in test
999.1386,12.1377,0,A,in test
999.1387,12.1378,0,B,in test
999.1388,12.1379,0,B,in test
999.1389,12.1380,0,B,before test
999.1390,12.1381,0,B,in test
999.1391,12.1382,0,B,before test
999.1392,12.1383,0,A,in test
999.1393,12.1384,0,B,before test
999.1394,12.1385,0,B,before test
999.1395,12.1386,0,A,before test
999.1396,12.1387,0,A,in test
999.1397,12.1388,0,B,before test
999.1398,12.1389,0,B,in test
999.1399,12.1390,0,B,in test
999.1400,12.1391,0,A,in test
999.1401,12.1392,0,A,before test
999.1402,12.1393,1,B,in test
999.1403,12.1394,1,A,in test
999.1404,12.1395,1,B,in test
999.1405,12.1396,0,B,before test
999.1406,12.1397,0,B,before test
999.1407,12.1398,0,B,in test
999.1408,12.1399,0,A,before test
999.1409,12.1400,0,B,before test
999.1410,12.1401,0,B,before test
999.1411,12.1402,0,B,in test
999.1412,12.1403,0,A,in test
999.1413,12.1404,0,B,before test
999.1414,12.1405,0,B,before test
999.1415,12.1406,0,A,before test
999.1416,12.1407,0,B,before test
999.1417,12.1408,0,A,in test
999.1418,12.1409,0,A,in test
999.1419,12.1410,0,B,in test
999.1420,12.1411,0,A,before test
999.1421,12.1412,0,A,before test
999.1422,12.1413,1,B,in test
999.1423,12.1414,0,B,in test
999.1424,12.1415,0,A,before test
999.1425,12.1416,1,B,in test
999.1426,12.1417,0,B,in test
999.1427,12.1418,0,A,before test
999.1428,12.1419,0,B,before test
999.1429,12.1420,0,B,before test
999.1430,12.1421,0,A,before test
999.1431,12.1422,0,B,before test
999.1432,12.1423,0,B,before test
999.1433,12.1424,0,B,before test
999.1434,12.1425,0,B,in test
999.1435,12.1426,0,A,in test
999.1436,12.1427,0,B,before test
999.1437,12.1428,0,B,in test
999.1438,12.1429,0,B,in test
999.1439,12.1430,0,B,before test
999.1440,12.1431,1,B,before test
999.1441,12.1432,0,A,in test
999.1442,12.1433,0,A,in test
999.1443,12.1434,1,B,in test
999.1444,12.1435,0,B,before test
999.1445,12.1436,0,A,before test
999.1446,12.1437,0,B,in test
999.1447,12.1438,0,B,in test
999.1448,12.1439,1,B,in test
999.1449,12.1440,0,B,before test
999.1450,12.1441,0,B,before test
999.1451,12.1442,0,A,in test
999.1452,12.1443,0,B,before test
999.1453,12.1444,0,B,before test
999.1454,12.1445,0,B,in test
999.1455,12.1446,0,A,in test
999.1456,12.1447,0,A,in test
999.1457,12.1448,0,B,before test
999.1458,12.1449,0,A,before test
999.1459,12.1450,0,A,in test
999.1460,12.1451,0,B,in test
999.1461,12.1452,0,A,before test
999.1462,12.1453,0,B,in test
999.1463,12.1454,0,B,before test
999.1464,12.1455,0,B,before test
999.1465,12.1456,1,B,in test
999.1466,12.1457,0,A,before test
999.1467,12.1458,0,B,in test
999.1468,12.1459,0,A,before test
999.1469,12.1460,0,A,before test
999.1470,12.1461,0,A,before test
999.1471,12.1462,0,A,before test
999.1472,12.1463,0,B,before test
999.1473,12.1464,1,A,in test
999.1474,12.1465,0,A,in test
999.1475,12.1466,0,B,in test
999.1476,12.1467,0,B,before test
999.1477,12.1468,0,B,before test
999.1478,12.1469,0,A,before test
999.1479,12.1470,0,B,in test
999.1480,12.1471,1,A,in test
999.1481,12.1472,0,A,in test
999.1482,12.1473,1,B,before test
999.1483,12.1474,1,B,in test
999.1484,12.1475,0,B,before test
999.1485,12.1476,1,A,before test
999.1486,12.1477,0,B,before test
999.1487,12.1478,0,B,in test
999.1488,12.1479,0,B,in test
999.1489,12.1480,0,B,in test
999.1490,12.1481,1,A,before test
999.1491,12.1482,0,B,in test
999.1492,12.1483,0,B,in test
999.1493,12.1484,0,B,in test
999.1494,12.1485,0,A,before test
999.1495,12.1486,0,A,before test
999.1496,12.1487,0,A,in test
999.1497,12.1488,0,A,in test
999.1498,12.1489,1,B,before test
999.1499,12.1490,0,A,in test
999.1500,12.1491,0,B,in test
999.1501,12.1492,0,B,in test
999.1502,12.1493,0,A,in test
999.1503,12.1494,0,A,in test
999.1504,12.1495,0,B,in test
999.1505,12.1496,0,A,before test
999.1506,12.1497,0,A,before test
999.1507,12.1498,0,B,in test
999.1508,12.1499,0,A,before test
999.1509,12.1500,0,A,before test
999.1510,12.1501,0,B,before test
999.1511,12.1502,0,A,before test
999.1512,12.1503,1,B,before test
999.1513,12.1504,0,B,before test
999.1514,12.1505,0,A,in test
999.1515,12.1506,1,B,in test
999.1516,12.1507,0,A,in test
999.1517,12.1508,0,A,in test
999.1518,12.1509,0,B,in test
999.1519,12.1510,0,A,in test
999.1520,12.1511,0,B,in test
999.1521,12.1512,0,A,before test
999.1522,12.1513,0,B,in test
999.1523,12.1514,0,A,before test
999.1524,12.1515,1,A,in test
999.1525,12.1516,0,A,before test
999.1526,12.1517,0,B,in test
999.1527,12.1518,1,A,before test
999.1528,12.1519,0,A,before test
999.1529,12.1520,0,B,in test
999.1530,12.1521,0,B,in test
999.1531,12.1522,0,A,before test
999.1532,12.1523,1,B,before test
999.1533,12.1524,0,A,in test
999.1534,12.1525,0,B,in test
999.1535,12.1526,0,A,in test
999.1536,12.1527,1,B,before test
999.1537,12.1528,0,A,before test
999.1538,12.1529,0,A,in test
999.1539,12.1530,0,B,in test
999.1540,12.1531,0,A,in test
999.1541,12.1532,0,B,in test
999.1542,12.1533,0,A,in test
999.1543,12.1534,0,B,in test
999.1544,12.1535,0,A,in test
999.1545,12.1536,0,A,before test
999.1546,12.1537,1,A,before test
999.1547,12.1538,0,A,in test
999.1548,12.1539,0,A,before test
999.1549,12.1540,0,B,before test
999.1550,12.1541,0,A,before test
999.1551,12.1542,0,A,before test
999.1552,12.1543,0,B,in test
999.1553,12.1544,0,A,before test
999.1554,12.1545,0,B,before test
999.1555,12.1546,0,A,in test
999.1556,12.1547,0,A,before test
999.1557,12.1548,0,A,in test
999.1558,12.1549,0,A,in test
999.1559,12.1550,0,B,in test
999.1560,12.1551,0,A,in test
999.1561,12.1552,0,A,before test
999.1562,12.1553,0,A,in test
999.1563,12.1554,0,B,in test
999.1564,12.1555,0,A,before test
999.1565,12.1556,0,A,before test
999.1566,12.1557,0,B,before test
999.1567,12.1558,1,B,in test
999.1568,12.1559,0,A,in test
999.1569,12.1560,0,B,before test
999.1570,12.1561,0,B,before test
999.1571,12.1562,0,A,before test
999.1572,12.1563,0,A,in test
999.1573,12.1564,0,B,in test
999.1574,12.1565,0,A,in test
999.1575,12.1566,0,B,before test
999.1576,12.1567,0,B,in test
999.1577,12.1568,0,A,in test
999.1578,12.1569,0,A,in test
999.1579,12.1570,0,B,before test
999.1580,12.1571,0,B,before test
999.1581,12.1572,0,A,in test
999.1582,12.1573,0,A,before test
999.1583,12.1574,0,A,before test
999.1584,12.1575,0,B,before test
999.1585,12.1576,0,A,in test
999.1586,12.1577,0,A,in test
999.1587,12.1578,0,B,before test
999.1588,12.1579,0,B,before test
999.1589,12.1580,0,A,in test
999.1590,12.1581,0,B,before test
999.1591,12.1582,0,B,in test
999.1592,12.1583,0,A,before test
999.1593,12.1584,1,B,in test
999.1594,12.1585,0,B,in test
999.1595,12.1586,0,A,before test
999.1596,12.1587,0,B,before test
999.1597,12.1588,0,A,in test
999.1598,12.1589,0,A,before test
999.1599,12.1590,0,B,in test
999.1600,12.1591,0,A,in test
999.1601,12.1592,0,A,in test
999.1602,12.1593,1,A,before test
999.1603,12.1594,0,A,in test
999.1604,12.1595,0,B,in test
999.1605,12.1596,0,A,in test
999.1606,12.1597,1,A,in test
999.1607,12.1598,0,B,before test
999.1608,12.1599,0,B,in test
999.1609,12.1600,0,A,in test
999.1610,12.1601,1,B,before test
999.1611,12.1602,1,B,before test
999.1612,12.1603,0,A,in test
999.1613,12.1604,0,B,before test
999.1614,12.1605,0,A,before test
999.1615,12.1606,0,B,in test
999.1616,12.1607,0,A,in test
999.1617,12.1608,0,B,before test
999.1618,12.1609,0,B,before test
999.1619,12.1610,0,B,before test
999.1620,12.1611,0,B,before test
999.1621,12.1612,0,A,before test
999.1622,12.1613,1,A,before test
999.1623,12.1614,0,B,before test
999.1624,12.1615,0,B,before test
999.1625,12.1616,0,B,in test
999.1626,12.1617,0,A,before test
999.1627,12.1618,0,A,in test
999.1628,12.1619,0,A,in test
999.1629,12.1620,0,A,before test
999.1630,12.1621,0,A,in test
999.1631,12.1622,0,B,in test
999.1632,12.1623,0,A,before test
999.1633,12.1624,0,A,before test
999.1634,12.1625,0,B,in test
999.1635,12.1626,0,B,in test
999.1636,12.1627,0,A,before test
999.1637,12.1628,0,A,before test
999.1638,12.1629,0,B,in test
999.1639,12.1630,0,A,in test
999.1640,12.1631,0,B,in test
999.1641,12.1632,0,B,before test
999.1642,12.1633,0,A,before test
999.1643,12.1634,0,A,in test
999.1644,12.1635,0,A,in test
999.1645,12.1636,0,A,in test
999.1646,12.1637,0,A,before test
999.1647,12.1638,0,B,before test
999.1648,12.1639,0,A,before test
999.1649,12.1640,0,B,before test
999.1650,12.1641,0,A,before test
999.1651,12.1642,0,B,in test
999.1652,12.1643,0,A,before test
999.1653,12.1644,0,B,before test
999.1654,12.1645,0,B,in test
999.1655,12.1646,0,B,before test
999.1656,12.1647,0,B,before test
999.1657,12.1648,0,A,in test
999.1658,12.1649,0,A,in test
999.1659,12.1650,0,B,before test
999.1660,12.1651,0,B,before test
999.1661,12.1652,0,A,in test
999.1662,12.1653,0,A,before test
999.1663,12.1654,0,A,before test
999.1664,12.1655,0,B,in test
999.1665,12.1656,0,A,before test
999.1666,12.1657,0,B,before test
999.1667,12.1658,1,B,before test
999.1668,12.1659,0,B,before test
999.1669,12.1660,0,A,in test
999.1670,12.1661,0,B,in test
999.1671,12.1662,0,A,in test
999.1672,12.1663,0,B,before test
999.1673,12.1664,0,A,in test
999.1674,12.1665,0,B,in test
999.1675,12.1666,0,A,in test
999.1676,12.1667,0,B,in test
999.1677,12.1668,0,A,before test
999.1678,12.1669,0,B,in test
999.1679,12.1670,0,A,in test
999.1680,12.1671,0,A,in test
999.1681,12.1672,1,A,before test
999.1682,12.1673,0,B,in test
999.1683,12.1674,0,B,before test
999.1684,12.1675,0,A,before test
999.1685,12.1676,0,A,in test
999.1686,12.1677,0,B,in test
999.1687,12.1678,1,A,in test
999.1688,12.1679,0,A,in test
999.1689,12.1680,0,B,before test
999.1690,12.1681,0,A,before test
999.1691,12.1682,0,A,before test
999.1692,12.1683,0,B,before test
999.1693,12.1684,0,B,in test
999.1694,12.1685,0,B,in test
999.1695,12.1686,0,B,in test
999.1696,12.1687,0,B,in test
999.1697,12.1688,0,B,in test
999.1698,12.1689,0,A,before test
999.1699,12.1690,1,B,before test
999.1700,12.1691,0,B,in test
999.1701,12.1692,0,A,in test
999.1702,12.1693,0,A,before test
999.1703,12.1694,0,A,in test
999.1704,12.1695,0,B,in test
999.1705,12.1696,0,A,before test
999.1706,12.1697,0,A,in test
999.1707,12.1698,0,B,before test
999.1708,12.1699,0,A,before test
999.1709,12.1700,0,B,before test
999.1710,12.1701,0,B,before test
999.1711,12.1702,0,A,in test
999.1712,12.1703,0,B,before test
999.1713,12.1704,0,A,in test
999.1714,12.1705,0,B,in test
999.1715,12.1706,0,A,in test
999.1716,12.1707,0,B,in test
999.1717,12.1708,1,B,before test
999.1718,12.1709,0,B,before test
999.1719,12.1710,0,B,in test
999.1720,12.1711,0,A,in test
999.1721,12.1712,0,B,before test
999.1722,12.1713,0,A,before test
999.1723,12.1714,1,A,before test
999.1724,12.1715,0,B,before test
999.1725,12.1716,0,A,before test
999.1726,12.1717,0,B,in test
999.1727,12.1718,0,B,in test
999.1728,12.1719,0,A,in test
999.1729,12.1720,0,B,before test
999.1730,12.1721,0,B,before test
999.1731,12.1722,0,B,in test
999.1732,12.1723,0,B,before test
999.1733,12.1724,0,B,before test
999.1734,12.1725,0,B,before test
999.1735,12.1726,0,B,in test
999.1736,12.1727,0,B,in test
999.1737,12.1728,0,B,before test
999.1738,12.1729,0,A,in test
999.1739,12.1730,0,B,in test
999.1740,12.1731,1,B,in test
999.1741,12.1732,0,A,before test
999.1742,12.1733,0,B,before test
999.1743,12.1734,0,A,before test
999.1744,12.1735,0,A,before test
999.1745,12.1736,0,A,before test
999.1746,12.1737,0,A,before test
999.1747,12.1738,0,B,before test
999.1748,12.1739,0,B,in test
999.1749,12.1740,1,A,before test
999.1750,12.1741,0,A,before test
999.1751,12.1742,0,B,in test
999.1752,12.1743,0,B,in test
999.1753,12.1744,0,B,before test
999.1754,12.1745,0,B,in test
999.1755,12.1746,1,B,before test
999.1756,12.1747,1,B,in test
999.1757,12.1748,0,B,before test
999.1758,12.1749,0,B,before test
999.1759,12.1750,1,B,before test
999.1760,12.1751,1,B,in test
999.1761,12.1752,1,B,in test
999.1762,12.1753,0,A,in test
999.1763,12.1754,1,A,before test
999.1764,12.1755,0,B,in test
